Customer_ID,Customer_name,Age,Gender,city,signup_date,income,Loyalty_points,Email_ID,Phone
39,Cust_39,61,Female,Chennai,2024-01-02 14:00:00,252298,2.494425058481132,cust_39@gmail.com,6674629147.0
40,Cust_40,69,Female,Blr,2024-01-02 15:00:00,124048,2.560437512406219,cust_40@gmail.com,7415020555.0
41,Cust_41,20,Male,Hyd,2024-01-02 16:00:00,783868,5.296645553233453,cust_41@gmail.com,7701613762.0
42,Cust_42,54,Female,Chennai,2024-01-02 17:00:00,132647,5.732714613087583,cust_42@gmail.com,6491717897.0
43,Cust_43,68,Female,Mumbai,2024-01-02 18:00:00,407948,4.070167530871524,cust_43@gmail.com,6285655907.0
44,Cust_44,24,Others,Chennai,2024-01-02 19:00:00,878997,3.816288818547555,cust_44@gmail.com,6918357766.0
45,Cust_45,38,Male,Blr,2024-01-02 20:00:00,596245,4.88230560821391,cust_45@gmail.com,8883802794.0
46,Cust_46,26,Others,Mumbai,2024-01-02 21:00:00,425614,7.214313532592808,cust_46@gmail.com,9064314192.0
47,Cust_47,56,Male,Hyd,2024-01-02 22:00:00,478340,1.7595426971069297,cust_47@gmail.com,9251427603.0
48,Cust_48,35,Others,Mumbai,2024-01-02 23:00:00,193492,7.395238031611063,cust_48@gmail.com,8619519790.0
49,Cust_49,21,Female,Mumbai,2024-01-03 00:00:00,710605,9.336162354689213,cust_49@gmail.com,8866397936.0
50,Cust_50,42,Male,Mumbai,2024-01-03 01:00:00,497202,7.871560379569266,cust_50@gmail.com,7527272941.0
51,Cust_51,31,Male,Chennai,2024-01-03 02:00:00,829071,2.7250917071154315,cust_51@gmail.com,9591089179.0
52,Cust_52,67,Male,Hyd,2024-01-03 03:00:00,722427,1.7873306989942774,cust_52@gmail.com,8080537361.0
53,Cust_53,26,Male,Blr,2024-01-03 04:00:00,579422,5.413423680905851,cust_53@gmail.com,7161427256.0
54,Cust_54,43,Others,Chennai,2024-01-03 05:00:00,609586,9.607654802610883,cust_54@gmail.com,9412068716.0
55,Cust_55,19,Others,Hyd,2024-01-03 06:00:00,59967,8.371533586499387,cust_55@gmail.com,7044419506.0
56,Cust_56,37,Male,Hyd,2024-01-03 07:00:00,280184,6.0646027511169365,cust_56@gmail.com,9355143204.0
57,Cust_57,45,Male,Chennai,2024-01-03 08:00:00,218967,2.286832810758335,cust_57@gmail.com,6108762059.0
58,Cust_58,64,Male,Mumbai,2024-01-03 09:00:00,659258,7.42453103900436,cust_58@gmail.com,9642127751.0
59,Cust_59,24,Others,Hyd,2024-01-03 10:00:00,571954,8.316984147468082,cust_59@gmail.com,8158513917.0
60,Cust_60,61,Male,Blr,2024-01-03 11:00:00,406420,9.41562222783259,cust_60@gmail.com,9649741671.0
61,Cust_61,25,Male,Chennai,2024-01-03 12:00:00,513582,6.509046107439237,cust_61@gmail.com,9698481768.0
62,Cust_62,-5,Male,Hyd,2024-01-03 13:00:00,43897,5.630192331808677,cust_62@gmail.com,8916551675.0
63,Cust_63,52,Others,Blr,2024-01-03 14:00:00,843182,6.572638392109114,cust_63@gmail.com,6676486386.0
64,Cust_64,31,Female,Blr,2024-01-03 15:00:00,237684,9.489272541926901,cust_64@gmail.com,9218749394.0
65,Cust_65,34,Female,Blr,2024-01-03 16:00:00,315159,6.653143775559558,cust_65@gmail.com,8548549731.0
66,Cust_66,53,Others,Blr,2024-01-03 17:00:00,552469,3.3183266445433683,cust_66@gmail.com,9336790981.0
67,Cust_67,67,Female,Chennai,2024-01-03 18:00:00,914534,6.7253626714811165,cust_67@gmail.com,9093948150.0
68,Cust_68,57,Male,Blr,2024-01-03 19:00:00,553156,8.917701155213992,cust_68@gmail.com,6726534107.0
69,Cust_69,21,Male,Chennai,2024-01-03 20:00:00,622431,6.103018257364152,cust_69@gmail.com,7579202603.0
70,Cust_70,19,Others,Blr,2024-01-03 21:00:00,34107,5.524289452087367,cust_70@gmail.com,7289541696.0
71,Cust_71,23,Others,Blr,2024-01-03 22:00:00,551360,7.600323245522632,cust_71@gmail.com,9019123889.0
72,Cust_72,59,Female,Chennai,2024-01-03 23:00:00,234647,6.94889825630331,cust_72@gmail.com,6447706258.0
73,Cust_73,21,Female,Mumbai,2024-01-04 00:00:00,264527,1.5101883905832003,cust_73@gmail.com,9596247600.0
74,Cust_74,46,Male,Hyd,2024-01-04 01:00:00,318099,7.527800268076877,cust_74@gmail.com,6813343810.0
75,Cust_75,35,Others,Hyd,2024-01-04 02:00:00,688175,4.667944870774761,cust_75@gmail.com,6045138915.0
76,Cust_76,43,Female,Chennai,2024-01-04 03:00:00,190020,9.468084520276633,cust_76@gmail.com,9342718298.0
77,Cust_77,61,Female,Blr,2024-01-04 04:00:00,662400,9.737226895766872,cust_77@gmail.com,9157780525.0
78,Cust_78,51,Male,Chennai,2024-01-04 05:00:00,889554,5.0386493631209515,cust_78@gmail.com,8576289181.0
79,Cust_79,190,Male,Blr,2024-01-04 06:00:00,562766,9.719153619921304,cust_79@gmail.com,8893242276.0
80,Cust_80,53,Male,Chennai,2024-01-04 07:00:00,884353,3.7973846346039664,cust_80@gmail.com,9628543834.0
81,Cust_81,31,Male,Hyd,2024-01-04 08:00:00,203231,7.1437997930678,cust_81@gmail.com,9805545925.0
82,Cust_82,48,Female,Chennai,2024-01-04 09:00:00,656075,1.6754923999847589,cust_82@gmail.com,6595307116.0
83,Cust_83,65,Others,Hyd,2024-01-04 10:00:00,169969,2.304904136639025,cust_83@gmail.com,7365699432.0
84,Cust_84,32,Others,Hyd,2024-01-04 11:00:00,302172,8.780733121400367,cust_84@gmail.com,9466469584.0
85,Cust_85,25,Male,Hyd,2024-01-04 12:00:00,302256,9.044056353672671,cust_85@gmail.com,9632664366.0
86,Cust_86,31,Male,Chennai,2024-01-04 13:00:00,852005,5.793500727727702,cust_86@gmail.com,6606364637.0
87,Cust_87,40,Female,Mumbai,2024-01-04 14:00:00,508558,4.057960842522237,cust_87@gmail.com,7455074510.0
88,Cust_88,57,Male,Chennai,2024-01-04 15:00:00,972334,5.059215385875555,cust_88@gmail.com,8512048508.0
89,Cust_89,38,Others,Chennai,2024-01-04 16:00:00,127527,8.826620402301904,cust_89@gmail.com,
90,Cust_90,33,Male,Mumbai,2024-01-04 17:00:00,324370,2.8989408035882613,cust_90@gmail.com,7163440413.0
91,Cust_91,62,Others,Mumbai,2024-01-04 18:00:00,760112,3.6538320817143677,cust_91@gmail.com,9427580775.0
92,Cust_92,35,Male,Hyd,2024-01-04 19:00:00,733421,8.06898640827491,cust_92@gmail.com,7030823368.0
93,Cust_93,64,Male,Blr,2024-01-04 20:00:00,978673,9.417425013247742,cust_93@gmail.com,8142073249.0
94,Cust_94,41,Others,Blr,2024-01-04 21:00:00,308290,1.8363460601395385,cust_94@gmail.com,9553109229.0
95,Cust_95,43,Female,Hyd,2024-01-04 22:00:00,496613,8.23395071217066,cust_95@gmail.com,9252707673.0
96,Cust_96,42,Female,Chennai,2024-01-04 23:00:00,922413,6.805614762386419,cust_96@gmail.com,7710297453.0
97,Cust_97,62,Male,Blr,2024-01-05 00:00:00,268466,3.07694390017644,cust_97@gmail.com,8771210596.0
98,Cust_98,58,Male,Chennai,2024-01-05 01:00:00,54568,7.802354769982912,cust_98@gmail.com,6472789052.0
99,Cust_99,46,Others,Mumbai,2024-01-05 02:00:00,477995,7.551244584993951,cust_99@gmail.com,9754974370.0
100,Cust_100,-5,Others,Mumbai,2024-01-05 03:00:00,366960,2.278268303944703,cust_100@gmail.com,6511362793.0
101,Cust_101,62,Male,Hyd,2024-01-05 04:00:00,755558,5.520259516702498,cust_101@gmail.com,8453246529.0
102,Cust_102,156,Others,Chennai,2024-01-05 05:00:00,258857,7.824619745655992,cust_102@gmail.com,9099932684.0
103,Cust_103,42,Female,Hyd,2024-01-05 06:00:00,728967,2.723897141270313,cust_103@gmail.com,9685689915.0
104,Cust_104,24,Female,Blr,2024-01-05 07:00:00,235992,5.164894201520531,cust_104@gmail.com,6238242922.0
105,Cust_105,26,Others,Blr,2024-01-05 08:00:00,954519,2.086670122257803,cust_105@gmail.com,7662706026.0
106,Cust_106,41,Others,Blr,2024-01-05 09:00:00,476276,3.761514316368043,cust_106@gmail.com,7535247624.0
107,Cust_107,18,Others,Chennai,2024-01-05 10:00:00,352368,2.9615041081138074,cust_107@gmail.com,6124336020.0
108,Cust_108,61,Female,Hyd,2024-01-05 11:00:00,548638,5.545640140523703,cust_108@gmail.com,7475327912.0
109,Cust_109,25,Male,Hyd,2024-01-05 12:00:00,376896,2.270938013386772,cust_109@gmail.com,6225127531.0
110,Cust_110,41,Others,Blr,2024-01-05 13:00:00,568333,4.448356798532616,cust_110@gmail.com,7100428096.0
111,Cust_111,28,Others,Hyd,2024-01-05 14:00:00,475518,3.476466144870935,cust_111@gmail.com,8879769043.0
112,Cust_112,-3,Others,Mumbai,2024-01-05 15:00:00,772375,7.714440227862791,cust_112@gmail.com,8286652080.0
113,Cust_113,34,Male,Mumbai,2024-01-05 16:00:00,392902,7.297027958218095,cust_113@gmail.com,6491612996.0
114,Cust_114,25,Others,Mumbai,2024-01-05 17:00:00,393828,1.8543747669906048,cust_114@gmail.com,7046397195.0
115,Cust_115,52,Others,Mumbai,2024-01-05 18:00:00,139663,9.581354990901264,cust_115@gmail.com,9201734890.0
116,Cust_116,52,Female,Hyd,2024-01-05 19:00:00,17353,7.702146262720799,cust_116@gmail.com,7578709908.0
117,Cust_117,50,Others,Mumbai,2024-01-05 20:00:00,18578,6.543628261729916,cust_117@gmail.com,7801492284.0
118,Cust_118,22,Female,Mumbai,2024-01-05 21:00:00,975512,5.299313453062163,cust_118@gmail.com,9691505263.0
119,Cust_119,59,Male,Mumbai,2024-01-05 22:00:00,83203,2.6013017868889508,cust_119@gmail.com,8418530086.0
120,Cust_120,56,Others,Mumbai,2024-01-05 23:00:00,10013,9.658143792881145,cust_120@gmail.com,7390352598.0
121,Cust_121,58,Others,Mumbai,2024-01-06 00:00:00,852981,1.0707253903216736,cust_121@gmail.com,9441185223.0
122,Cust_122,45,Female,Chennai,2024-01-06 01:00:00,161642,7.232330208068898,cust_122@gmail.com,7086933593.0
123,Cust_123,24,Male,Chennai,2024-01-06 02:00:00,128163,5.566998920844686,cust_123@gmail.com,7185597778.0
124,Cust_124,178,Male,Mumbai,2024-01-06 03:00:00,218376,9.123237010221166,cust_124@gmail.com,7773402936.0
125,Cust_125,25,Female,Mumbai,2024-01-06 04:00:00,321299,4.426275514192984,cust_125@gmail.com,9878372046.0
126,Cust_126,29,Male,Hyd,2024-01-06 05:00:00,365325,5.667799770711557,cust_126@gmail.com,9133424804.0
127,Cust_127,51,Male,Mumbai,2024-01-06 06:00:00,173479,7.681054527220475,cust_127@gmail.com,7852314664.0
128,Cust_128,50,Male,Blr,2024-01-06 07:00:00,144362,1.4280988899027007,cust_128@gmail.com,9944617172.0
129,Cust_129,65,Male,Chennai,2024-01-06 08:00:00,775515,1.490277169225194,cust_129@gmail.com,9897804914.0
130,Cust_130,40,Male,Mumbai,2024-01-06 09:00:00,137771,2.9050547395413586,cust_130@gmail.com,7246827980.0
131,Cust_131,156,Male,Chennai,2024-01-06 10:00:00,595570,2.3178212517630583,cust_131@gmail.com,7833061510.0
132,Cust_132,54,Male,Mumbai,2024-01-06 11:00:00,923623,1.057991215005036,cust_132@gmail.com,8674574680.0
133,Cust_133,52,Male,Blr,2024-01-06 12:00:00,443914,6.6069083989558965,cust_133@gmail.com,9308673056.0
134,Cust_134,61,Others,Mumbai,2024-01-06 13:00:00,68946,8.163441707104067,cust_134@gmail.com,7717976614.0
135,Cust_135,156,Female,Chennai,2024-01-06 14:00:00,744941,9.61403478702032,cust_135@gmail.com,8786798943.0
136,Cust_136,39,Male,Chennai,2024-01-06 15:00:00,711119,4.9681028590472645,cust_136@gmail.com,8666760936.0
137,Cust_137,44,Female,Chennai,2024-01-06 16:00:00,735722,3.5174859241741148,cust_137@gmail.com,9834500003.0
138,Cust_138,52,Male,Hyd,2024-01-06 17:00:00,246916,8.775122039006478,cust_138@gmail.com,6221139956.0
139,Cust_139,18,Male,Chennai,2024-01-06 18:00:00,769824,8.599560515554531,cust_139@gmail.com,8572685811.0
140,Cust_140,52,Others,Mumbai,2024-01-06 19:00:00,341653,6.62358889840333,cust_140@gmail.com,9991496177.0
141,Cust_141,54,Female,Blr,2024-01-06 20:00:00,299262,3.4583413477774116,cust_141@gmail.com,7356993814.0
142,Cust_142,64,Female,Blr,2024-01-06 21:00:00,298362,9.17665835415341,cust_142@gmail.com,9257634241.0
143,Cust_143,31,Others,Mumbai,2024-01-06 22:00:00,298209,2.6056120302260113,cust_143@gmail.com,8371232045.0
144,Cust_144,20,Others,Hyd,2024-01-06 23:00:00,360651,1.3928185327931706,cust_144@gmail.com,9481595397.0
145,Cust_145,18,Female,Mumbai,2024-01-07 00:00:00,531954,8.169564562546277,cust_145@gmail.com,6415550278.0
146,Cust_146,22,Male,Chennai,2024-01-07 01:00:00,317162,6.072931543910127,cust_146@gmail.com,6341766967.0
147,Cust_147,43,Male,Hyd,2024-01-07 02:00:00,990048,3.2182103540667266,cust_147@gmail.com,6956515604.0
148,Cust_148,31,Female,Mumbai,2024-01-07 03:00:00,434714,7.038060960881914,cust_148@gmail.com,6851561056.0
149,Cust_149,56,Male,Hyd,2024-01-07 04:00:00,499828,7.900448714314887,cust_149@gmail.com,7098511439.0
150,Cust_150,44,Others,Blr,2024-01-07 05:00:00,196601,8.600913562080642,cust_150@gmail.com,8646017474.0
151,Cust_151,26,Others,Mumbai,2024-01-07 06:00:00,684977,3.5391341437176806,cust_151@gmail.com,6142848793.0
152,Cust_152,32,Others,Mumbai,2024-01-07 07:00:00,892862,1.2302870612675445,cust_152@gmail.com,7290328318.0
153,Cust_153,32,Female,Blr,2024-01-07 08:00:00,200111,5.590349380241674,cust_153@gmail.com,6437757592.0
154,Cust_154,43,Female,Hyd,2024-01-07 09:00:00,420986,8.704707383173542,cust_154@gmail.com,6914413390.0
155,Cust_155,59,Female,Blr,2024-01-07 10:00:00,738439,2.870392035357444,cust_155@gmail.com,7265970389.0
156,Cust_156,30,Male,Hyd,2024-01-07 11:00:00,457160,4.790129258066846,cust_156@gmail.com,7527695466.0
157,Cust_157,68,Female,Mumbai,2024-01-07 12:00:00,945085,3.3077866157639986,cust_157@gmail.com,6389729380.0
158,Cust_158,49,Female,Hyd,2024-01-07 13:00:00,421885,1.1202638628151873,cust_158@gmail.com,6456151664.0
159,Cust_159,56,Others,Hyd,2024-01-07 14:00:00,353202,9.086716867990123,cust_159@gmail.com,6728147311.0
160,Cust_160,66,Male,Chennai,2024-01-07 15:00:00,494315,2.215479040380924,cust_160@gmail.com,8381440703.0
161,Cust_161,69,Male,Chennai,2024-01-07 16:00:00,121605,7.900904041781562,cust_161@gmail.com,6233721811.0
162,Cust_162,49,Others,Chennai,2024-01-07 17:00:00,382629,4.119429086124945,cust_162@gmail.com,7215507124.0
163,Cust_163,21,Male,Blr,2024-01-07 18:00:00,553631,3.499137180159987,cust_163@gmail.com,7788994097.0
164,Cust_164,47,Female,Blr,2024-01-07 19:00:00,322557,9.469259978548317,cust_164@gmail.com,9723779100.0
165,Cust_165,54,Male,Chennai,2024-01-07 20:00:00,515449,6.914795380665782,cust_165@gmail.com,9527573860.0
166,Cust_166,40,Others,Mumbai,2024-01-07 21:00:00,137605,7.182303957293282,cust_166@gmail.com,6140671378.0
167,Cust_167,56,Male,Mumbai,2024-01-07 22:00:00,510299,7.836876266084602,cust_167@gmail.com,9488560743.0
168,Cust_168,62,Others,Mumbai,2024-01-07 23:00:00,290068,4.068400024203978,cust_168@gmail.com,7507284062.0
169,Cust_169,32,Female,Blr,2024-01-08 00:00:00,722409,6.072980326261958,cust_169@gmail.com,9886474809.0
170,Cust_170,60,Female,Hyd,2024-01-08 01:00:00,379433,3.432010096421971,cust_170@gmail.com,8360515725.0
171,Cust_171,46,Others,Blr,2024-01-08 02:00:00,235100,8.510873639291821,cust_171@gmail.com,9202325482.0
172,Cust_172,53,Female,Chennai,2024-01-08 03:00:00,860839,6.393766413687939,cust_172@gmail.com,7010020476.0
173,Cust_173,30,Female,Hyd,2024-01-08 04:00:00,252923,3.1906614343700586,cust_173@gmail.com,7049870222.0
174,Cust_174,49,Male,Mumbai,2024-01-08 05:00:00,304210,9.097825656896003,cust_174@gmail.com,6246326334.0
175,Cust_175,24,Female,Blr,2024-01-08 06:00:00,752943,6.2275600043546655,cust_175@gmail.com,9016741632.0
176,Cust_176,-3,Others,Blr,2024-01-08 07:00:00,598182,5.455274529316718,cust_176@gmail.com,6311194995.0
177,Cust_177,39,Female,Chennai,2024-01-08 08:00:00,212928,1.3103882778877043,cust_177@gmail.com,9237640395.0
178,Cust_178,45,Male,Mumbai,2024-01-08 09:00:00,656643,9.188218046445513,cust_178@gmail.com,6684288319.0
179,Cust_179,190,Others,Blr,2024-01-08 10:00:00,659188,9.570465244282403,cust_179@gmail.com,8332629130.0
180,Cust_180,59,Female,Blr,2024-01-08 11:00:00,256973,6.0633876505402355,cust_180@gmail.com,7167762606.0
181,Cust_181,62,Female,Hyd,2024-01-08 12:00:00,182645,4.982620182531016,cust_181@gmail.com,9466084104.0
182,Cust_182,23,Female,Blr,2024-01-08 13:00:00,483452,4.236085594042213,cust_182@gmail.com,9031107051.0
183,Cust_183,45,Others,Hyd,2024-01-08 14:00:00,432373,3.412431842824321,cust_183@gmail.com,6306084448.0
184,Cust_184,45,Male,Blr,2024-01-08 15:00:00,89820,6.170764040237856,cust_184@gmail.com,8038584501.0
185,Cust_185,61,Others,Mumbai,2024-01-08 16:00:00,662366,2.152855477131088,cust_185@gmail.com,8554563189.0
186,Cust_186,61,Others,Chennai,2024-01-08 17:00:00,104529,9.27256247420626,cust_186@gmail.com,6141410202.0
187,Cust_187,37,Male,Mumbai,2024-01-08 18:00:00,325530,2.583628642520387,cust_187@gmail.com,8061126369.0
188,Cust_188,47,Others,Chennai,2024-01-08 19:00:00,345183,7.709619361091656,cust_188@gmail.com,6665862640.0
189,Cust_189,28,Others,Blr,2024-01-08 20:00:00,455841,3.7619899513178634,cust_189@gmail.com,9458358400.0
190,Cust_190,45,Female,Mumbai,2024-01-08 21:00:00,938993,3.0346396991081046,cust_190@gmail.com,7580226057.0
191,Cust_191,42,Others,Hyd,2024-01-08 22:00:00,486425,6.020822614193018,cust_191@gmail.com,6549586572.0
192,Cust_192,56,Female,Chennai,2024-01-08 23:00:00,501743,7.886124830435546,cust_192@gmail.com,7802912412.0
193,Cust_193,50,Others,Chennai,2024-01-09 00:00:00,874827,7.540630020462832,cust_193@gmail.com,6913213038.0
194,Cust_194,18,Female,Blr,2024-01-09 01:00:00,807447,3.103807158074867,cust_194@gmail.com,6271209732.0
195,Cust_195,44,Female,Chennai,2024-01-09 02:00:00,769343,3.9745211524264086,cust_195@gmail.com,8399563722.0
196,Cust_196,69,Female,Chennai,2024-01-09 03:00:00,356704,8.819489647003385,cust_196@gmail.com,6519945268.0
197,Cust_197,30,Male,Chennai,2024-01-09 04:00:00,416312,7.509193700647672,cust_197@gmail.com,7126104313.0
198,Cust_198,58,Others,Blr,2024-01-09 05:00:00,297706,7.414245148173059,cust_198@gmail.com,6357340838.0
199,Cust_199,20,Others,Mumbai,2024-01-09 06:00:00,351882,3.420145686987019,cust_199@gmail.com,9593404152.0
200,Cust_200,56,Others,Blr,2024-01-09 07:00:00,994063,8.12803876906992,cust_200@gmail.com,9192780003.0
201,Cust_201,23,Male,Hyd,2024-01-09 08:00:00,721516,4.225760158891941,cust_201@gmail.com,6898503091.0
202,Cust_202,25,Female,Chennai,2024-01-09 09:00:00,35848,4.6125146814337885,cust_202@gmail.com,6882182874.0
203,Cust_203,44,Others,Chennai,2024-01-09 10:00:00,208387,3.5880498010065347,cust_203@gmail.com,6974075626.0
204,Cust_204,26,Male,Mumbai,2024-01-09 11:00:00,978356,2.0925122233531774,cust_204@gmail.com,6452899430.0
205,Cust_205,54,Male,Chennai,2024-01-09 12:00:00,513642,4.783542066962183,cust_205@gmail.com,8123968045.0
206,Cust_206,50,Others,Mumbai,2024-01-09 13:00:00,58548,1.1524555173013173,cust_206@gmail.com,7695507544.0
207,Cust_207,68,Female,Chennai,2024-01-09 14:00:00,853583,5.103192154845337,cust_207@gmail.com,9828832550.0
208,Cust_208,59,Male,Chennai,2024-01-09 15:00:00,937930,7.525057942928376,cust_208@gmail.com,8504192855.0
209,Cust_209,61,Others,Blr,2024-01-09 16:00:00,153608,9.646705294880276,cust_209@gmail.com,8268548137.0
210,Cust_210,41,Female,Blr,2024-01-09 17:00:00,267150,1.7075183010943007,cust_210@gmail.com,9552015023.0
211,Cust_211,32,Male,Hyd,2024-01-09 18:00:00,480103,3.5316163375794556,cust_211@gmail.com,6340839966.0
212,Cust_212,49,Male,Mumbai,2024-01-09 19:00:00,467772,5.447179464505302,cust_212@gmail.com,8725980742.0
213,Cust_213,49,Others,Hyd,2024-01-09 20:00:00,210591,2.533491538317247,cust_213@gmail.com,6800750040.0
214,Cust_214,41,Others,Blr,2024-01-09 21:00:00,122409,2.051456698686742,cust_214@gmail.com,8111694293.0
215,Cust_215,58,Female,Mumbai,2024-01-09 22:00:00,772879,5.070862949054955,cust_215@gmail.com,9675635786.0
216,Cust_216,69,Others,Blr,2024-01-09 23:00:00,876549,6.226574760029861,cust_216@gmail.com,7226931992.0
217,Cust_217,66,Others,Mumbai,2024-01-10 00:00:00,844462,8.381869538917261,cust_217@gmail.com,9765646290.0
218,Cust_218,66,Female,Chennai,2024-01-10 01:00:00,746666,9.980230796147609,cust_218@gmail.com,7256505731.0
219,Cust_219,69,Others,Hyd,2024-01-10 02:00:00,17385,7.968437019884663,cust_219@gmail.com,9416446680.0
220,Cust_220,-5,Female,Hyd,2024-01-10 03:00:00,66746,2.992064067696882,cust_220@gmail.com,9309602273.0
221,Cust_221,56,Female,Mumbai,2024-01-10 04:00:00,818974,7.731802618851227,cust_221@gmail.com,8327163419.0
222,Cust_222,19,Female,Hyd,2024-01-10 05:00:00,947727,5.834382618871741,cust_222@gmail.com,6489882575.0
223,Cust_223,20,Others,Blr,2024-01-10 06:00:00,125513,5.057286181330951,cust_223@gmail.com,7886138369.0
224,Cust_224,66,Female,Hyd,2024-01-10 07:00:00,963008,9.421556445165427,cust_224@gmail.com,6629100057.0
225,Cust_225,54,Others,Mumbai,2024-01-10 08:00:00,717918,7.3188332822769535,cust_225@gmail.com,7152009031.0
226,Cust_226,66,Female,Hyd,2024-01-10 09:00:00,588072,7.135237661895621,cust_226@gmail.com,9091244202.0
227,Cust_227,34,Others,Hyd,2024-01-10 10:00:00,428283,1.105803682548402,cust_227@gmail.com,8352758233.0
228,Cust_228,66,Female,Blr,2024-01-10 11:00:00,282195,8.785643422418048,cust_228@gmail.com,8932692500.0
229,Cust_229,19,Male,Chennai,2024-01-10 12:00:00,184371,8.139704296692798,cust_229@gmail.com,6516401969.0
230,Cust_230,19,Male,Blr,2024-01-10 13:00:00,532356,3.6904769013739833,cust_230@gmail.com,8573777680.0
